141200_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.244959677,XX
141201_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.170767717,XX
141202_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.004637437,XX
141203_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.843608857,XX
141204_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.953276537,XX
141205_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.0851128,XX
141206_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.614636769,XX
141207_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.756825771,XX
141208_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.611955021,XX
141209_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.808378415,XX
141210_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.567567568,XX
141211_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.201309936,XX
141212_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.863737051,XX
141213_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.752911814,XX
141214_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.753630573,XX
141215_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.855888546,XX
141216_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.89030672,XX
141217_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.828060059,XX
141218_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.424401614,XX
141219_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.376173097,XX
141220_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.58337099,XX
141221_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.02078352,XX
141222_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.745761508,XX
141223_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.054530023,XX
141224_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.80363134,XX
141225_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.754185268,XX
141226_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.931880696,XX
141227_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.540547571,XX
141228_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.058637825,XX
141229_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.411037371,XX
141230_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.791833509,XX
141231_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.098321842,XX
141232_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.930624296,XX
141233_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.591033227,XX
141234_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.584532813,XX
141235_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.736438356,XX
141236_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,2.671681416,XX
141237_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.960346289,XX
141238_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.787608385,XX
141239_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.77904143,XX
141240_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.558572782,XX
141241_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.231665209,XX
141242_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.454267644,XX
141243_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.81443299,XX
141244_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.486312041,XX
141245_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.111469072,XX
141246_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.767480911,XX
141247_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.787997725,XX
141248_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.960648148,XX
141249_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,4.587124464,XX
141250_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.093138645,XX
141251_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.301968586,XX
141252_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.986714976,XX
141253_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.088810484,XX
141254_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.751141918,XX
141255_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.114244296,XX
141256_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.408012894,XX
141257_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.921636965,XX
141258_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.546428571,XX
141259_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.943872231,XX
141260_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.054355813,XX
141261_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.630225343,XX
141262_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.932188884,XX
141263_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,2.304485907,XX
141264_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.855967078,XX
141265_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.981845405,XX
141266_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.106330366,XX
141267_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.113951012,XX
141268_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.661794963,XX
141269_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.127226745,XX
141270_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.688548155,XX
141271_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.283936874,XX
141272_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.358301594,XX
141273_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,2.061957151,XX
141274_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.415939688,XX
141275_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.118443316,XX
141276_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.45076073,XX
141277_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.272912148,XX
141278_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.734362073,XX
141279_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.924218701,XX
141280_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.464192368,XX
141281_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,1.1255974,XX
141282_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.711376056,XX
141283_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.814521345,XX
141284_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,5.647239264,XX
141285_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,1.226689904,XX
141286_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.398353388,XX
141287_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,1,2.938017797,XX
141288_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.913934864,XX
141289_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,0,0.99254684,XX
141290_at,PALXXXREL20XXHR,Mutant,Rel E20,Larvae,-1,0.399135057,XX
