141200_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.725,XX
141201_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,12.953,XX
141202_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.552,XX
141203_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,5.069,XX
141204_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.098,XX
141205_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,0.895,XX
141206_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.969,XX
141207_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.436,XX
141208_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.649,XX
141209_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.011,XX
141210_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.866,XX
141211_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.767,XX
141212_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.095,XX
141213_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.105,XX
141214_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,4.213,XX
141215_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.116,XX
141216_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.196,XX
141217_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.474,XX
141218_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.208,XX
141219_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.123,XX
141220_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.227,XX
141221_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.326,XX
141222_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.896,XX
141223_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.13,XX
141224_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.537,XX
141225_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.58,XX
141226_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.489,XX
141227_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.523,XX
141228_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.83,XX
141229_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,0.975,XX
141230_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.333,XX
141231_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.26,XX
141232_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.712,XX
141233_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.512,XX
141234_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.866,XX
141235_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.848,XX
141236_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,3.358,XX
141237_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.719,XX
141238_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.232,XX
141239_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.582,XX
141240_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,4.971,XX
141241_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,4.59,XX
141242_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.435,XX
141243_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,3.351,XX
141244_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.698,XX
141245_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,3.372,XX
141246_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.036,XX
141247_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,3.228,XX
141248_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.107,XX
141249_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,12.221,XX
141250_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.102,XX
141251_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.392,XX
141252_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.219,XX
141253_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.061,XX
141254_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.039,XX
141255_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,3.158,XX
141256_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.641,XX
141257_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.085,XX
141258_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.529,XX
141259_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.05,XX
141260_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.445,XX
141261_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.02,XX
141262_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,0.804,XX
141263_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.125,XX
141264_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.73,XX
141265_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,3.816,XX
141266_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.527,XX
141267_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.456,XX
141268_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.275,XX
141269_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.055,XX
141270_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.646,XX
141271_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.669,XX
141272_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.388,XX
141273_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,0.821,XX
141274_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.252,XX
141275_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.818,XX
141276_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.258,XX
141277_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,7.085,XX
141278_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.599,XX
141279_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.594,XX
141280_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,7.869,XX
141281_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.658,XX
141282_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.451,XX
141283_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,0,1.107,XX
141284_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,2.326,XX
141285_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,10.978,XX
141286_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.25,XX
141287_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.3,XX
141288_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.889,XX
141289_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.499,XX
141290_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,3.834,XX
141291_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.939,XX
141292_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.76,XX
141293_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.384,XX
141294_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,13.987,XX
141295_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.545,XX
141296_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,1,1.614,XX
141297_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.663,XX
141298_at,IRVINGHOPTLXXHR,Mutant,Hop tum-l,Hemocyte,-1,0.484,XX
