141200_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9589,4
141201_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.2925,4
141202_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6890,4
141203_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6297,4
141204_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0720,4
141205_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8596,4
141206_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7329,4
141207_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9715,4
141208_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6780,4
141209_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0436,4
141210_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9992,4
141211_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7485,4
141212_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8288,4
141213_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.2073,4
141214_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8455,4
141215_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0635,4
141216_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.3405,4
141217_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6823,4
141218_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7043,4
141219_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0579,4
141220_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8436,4
141221_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9333,4
141222_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8423,4
141223_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8779,4
141224_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9461,4
141225_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.7030,4
141226_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9425,4
141227_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9171,4
141228_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8763,4
141229_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9242,4
141230_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.1795,4
141231_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9167,4
141232_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7144,4
141233_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.5134,4
141234_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6632,4
141235_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9543,4
141236_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7897,4
141237_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0661,4
141238_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9754,4
141239_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7228,4
141240_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6354,4
141241_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7942,4
141242_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7991,4
141243_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.2183,4
141244_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0564,4
141245_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8779,4
141246_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0413,4
141247_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9787,4
141248_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6850,4
141249_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0221,4
141250_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0877,4
141251_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0041,4
141252_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0975,4
141253_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.4066,4
141254_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8184,4
141255_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7582,4
141256_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9805,4
141257_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6984,4
141258_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8507,4
141259_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6076,4
141260_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9781,4
141261_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.1420,4
141262_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.5467,4
141263_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7809,4
141264_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8204,4
141265_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6533,4
141266_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.5301,4
141267_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8419,4
141268_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7110,4
141269_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.8966,4
141270_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.1065,4
141271_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.4029,4
141272_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0455,4
141273_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9139,4
141274_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.4064,4
141275_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8872,4
141276_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9433,4
141277_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.1117,4
141278_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.5995,4
141279_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9271,4
141280_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.1501,4
141281_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8110,4
141282_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0176,4
141283_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7445,4
141284_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,1.9522,4
141285_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6909,4
141286_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,2.0459,4
141287_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.1088,4
141288_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.6183,4
141289_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9935,4
141290_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9264,4
141291_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.5232,4
141292_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.0163,4
141293_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9104,4
141294_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7342,4
141295_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7221,4
141296_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.7146,4
141297_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,1,2.0305,4
141298_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9502,4
141299_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8508,4
141300_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.8638,4
141301_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,-1,0.5762,4
141302_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,1.1022,4
141303_at,BECKSTPUPAX04HR,Development,W1118,Larvae Pupa,0,0.9326,4
